APN,SitusAddress
25-721-5-1,2939 E 16TH ST OAKLAND 94601
25-713-27,1536 MITCHELL ST OAKLAND 94601
25-711-1,2525 E 16TH ST OAKLAND 94601
25-710-5,2541 E 15TH ST OAKLAND 94601
25-710-32,1439 27TH AVE OAKLAND 94601
25-710-50-1,1430 25TH AVE OAKLAND 94601
25-710-2,2523 E 15TH ST OAKLAND 94601
25-710-27,1511 27TH AVE OAKLAND 94601
25-710-25,1523 27TH AVE OAKLAND 94601
25-710-52,2501 E 15TH ST OAKLAND 94601
25-671-15,2981 E 7TH ST OAKLAND 94601
25-670-6,2942 E 7TH ST OAKLAND 94601
25-670-4-2,2932 E 7TH ST OAKLAND 94601
25-667-1-1,3015 CHAPMAN ST OAKLAND 94601
26-825-8,2737 BROOKDALE AVE OAKLAND 94602
26-825-1-1,2700 BROOKDALE AVE OAKLAND 94602
26-815-17,2720 GARDEN ST OAKLAND 94601
26-799-1-1,2400 E 29TH ST OAKLAND 94606
26-799-3,2833 25TH AVE OAKLAND 94601
26-798-25,2384 E 27TH ST OAKLAND 94601
26-793-45-1,2840 23RD AVE OAKLAND 94606
26-790-16,2235 E 32ND ST OAKLAND 94602
26-790-6,2220 E 31ST ST OAKLAND 94602
26-790-14-1,2225 E 32ND ST OAKLAND 94602
26-788-17,2924 22ND AVE OAKLAND 94606
26-788-5,2933 23RD AVE OAKLAND 94606
26-785-2,2507 E 27TH ST OAKLAND 94601
26-784-39,2526 E 24TH ST OAKLAND 94601
26-784-21,2524 25TH AVE OAKLAND 94601
26-784-23,2534 25TH AVE OAKLAND 94601
26-783-6,2539 25TH AVE OAKLAND 94601
26-783-28-1,2420 24TH AVE OAKLAND 94601
26-780-10,2511 24TH AVE OAKLAND 94601
26-780-14,2445 24TH AVE OAKLAND 94601
26-780-21,2388 E 24TH ST OAKLAND 94601
26-778-17,2424 23RD AVE OAKLAND 94606
26-768-18,3048 LOGAN ST OAKLAND 94601
26-768-22,3032 LOGAN ST OAKLAND 94601
26-767-19,3001 LOGAN ST OAKLAND 94601
26-767-24,3027 LOGAN ST OAKLAND 94601
26-765-28,3001 ASHBROOK CT OAKLAND 94601
26-765-29,2936 ASHBROOK CT OAKLAND 94601
26-762-28,2350 26TH AVE OAKLAND 94601
26-761-12,2520 E 23RD ST OAKLAND 94601
26-761-10,2321 26TH AVE OAKLAND 94601
26-760-21,2422 E 23RD ST OAKLAND 94606
26-760-3,2417 E 24TH ST OAKLAND 94601
26-760-10,2337 25TH AVE OAKLAND 94601
26-759-2,2349 E 24TH ST OAKLAND 94601
26-759-4,2355 E 24TH ST OAKLAND 94601
26-756-10,2219 24TH AVE OAKLAND 94601
26-748-23,2044 AUSTIN ST OAKLAND 94601
26-748-11,2029 RUTHERFORD ST OAKLAND 94601
26-744-12,2118 25TH AVE OAKLAND 94601
26-742-6,2021 27TH AVE OAKLAND 94601
27-898-12,2615 HUMBOLDT AVE OAKLAND 94602
27-896-29,2543 HUMBOLDT AVE OAKLAND 94601
27-896-2,2411 HUMBOLDT AVE OAKLAND 94601
27-896-25,3353 BROOKDALE AVE OAKLAND 94602
27-895-24,2326 HUMBOLDT AVE OAKLAND 94601
27-893-22,2556 HUMBOLDT AVE OAKLAND 94601
27-893-6,2539 BARTLETT ST OAKLAND 94601
27-892-33,2720 HUMBOLDT AVE OAKLAND 94602
27-892-15,2627 BARTLETT ST OAKLAND 94602
27-890-12,3001 35TH AVE OAKLAND 94619
27-889-17,2613 35TH AVE OAKLAND 94619
27-887-16,2408 BARTLETT ST OAKLAND 94601
27-887-5,2457 35TH AVE OAKLAND 94601
27-885-14,3452 HARPER ST OAKLAND 94601
27-881-17,2040 COOLIDGE AVE OAKLAND 94601
27-881-30,2203 34TH AVE OAKLAND 94601
27-881-5-1,2031 34TH AVE OAKLAND 94601
27-879-6,3437 SALISBURY ST OAKLAND 94601
27-879-11,3451 SALISBURY ST OAKLAND 94601
27-879-12,3457 SALISBURY ST OAKLAND 94601
27-878-12,2407 34TH AVE OAKLAND 94601
27-877-15,3430 SALISBURY ST OAKLAND 94601
27-877-21,3469 PAXTON AVE OAKLAND 94601
27-873-5,2627 34TH AVE OAKLAND 94601
27-870-76,3282 LYNDE ST OAKLAND 94601
27-870-23-1,3249 BROOKDALE AVE OAKLAND 94602
27-870-22-1,3235 BROOKDALE AVE OAKLAND 94602
27-870-21,3231 BROOKDALE AVE OAKLAND 94602
27-869-37,3213 NICOL AVE OAKLAND 94602
27-866-3,3024 BERLIN WAY OAKLAND 94602
27-866-11,3020 MAPLE AVE OAKLAND 94602
27-865-13,3101 BERLIN WAY OAKLAND 94602
27-865-25,3100 MAPLE AVE OAKLAND 94602
27-863-1,3203 SCHOOL ST OAKLAND 94602
27-862-21,3046 PLEITNER AVE OAKLAND 94602
27-862-19,3126 WARD LN OAKLAND 94602
27-862-24,3070 PLEITNER AVE OAKLAND 94602
27-861-24-1,3128 COOLIDGE AVE OAKLAND 94602
27-860-12,3023 CHAMPION ST OAKLAND 94602
27-859-9,3085 CAPP ST OAKLAND 94602
27-857-21,3050 CAPP ST OAKLAND 94602
27-856-18,3138 CUTHBERT AVE OAKLAND 94602
27-856-23,3152 CUTHBERT AVE OAKLAND 94602
27-855-6,3015 COOLIDGE AVE OAKLAND 94602
27-855-19,2916 BROOKDALE AVE OAKLAND 94602
27-855-21,2900 BROOKDALE AVE OAKLAND 94602
27-855-34-1,3027 NICOL AVE OAKLAND 94602
27-854-31,2950 FRUITVALE AVE OAKLAND 94602
27-854-9,2827 NICOL AVE OAKLAND 94602
27-853-58,2883 BROOKDALE AVE OAKLAND 94602
27-850-21,2830 SUNSET AVE OAKLAND 94601
27-846-39,3103 LYNDE ST OAKLAND 94601
27-845-8,3201 DAVIS ST OAKLAND 94601
27-843-23,3274 HYDE ST OAKLAND 94601
27-842-31,3222 LOGAN ST OAKLAND 94601
27-839-20,2334 HUGHES AVE OAKLAND 94601
27-839-35,2349 HUGHES AVE OAKLAND 94601
28-972-10,3041 ARIZONA ST OAKLAND 94602
28-957-16,3626 MIDVALE AVE OAKLAND 94602
28-956-15,3480 MIDVALE AVE OAKLAND 94602
28-951-22,3317 SUTER ST OAKLAND 94602
28-951-43,3314 SCHOOL ST OAKLAND 94602
28-948-18-3,3243 DELAWARE ST OAKLAND 94602
28-948-20-1,3251 DELAWARE ST OAKLAND 94602
28-942-20,3248 KANSAS ST OAKLAND 94602
28-941-7,3066 KANSAS ST OAKLAND 94602
28-941-8-1,3060 KANSAS ST OAKLAND 94602
28-941-19,3017 MADELINE ST OAKLAND 94602
28-938-3,3555 LAUREL AVE OAKLAND 94602
28-938-2,3567 LAUREL AVE OAKLAND 94602
28-928-16,3150 TEXAS ST OAKLAND 94602
28-924-26,3304 COOLIDGE AVE OAKLAND 94602
28-916-11,2934 GEORGIA ST OAKLAND 94602
28-916-33,2877 MACARTHUR BLVD OAKLAND 94602
28-916-12,2928 GEORGIA ST OAKLAND 94602
28-912-16,3308 LAGUNA WAY OAKLAND 94602
28-910-22-1,3418 WILSON AVE OAKLAND 94602
28-909-11,3431 WILSON AVE OAKLAND 94602
28-901-20,2850 SCHOOL ST OAKLAND 94602
28-901-21,2844 SCHOOL ST OAKLAND 94602
28-901-22,2838 SCHOOL ST OAKLAND 94602
28-900-12,2730 SCHOOL ST OAKLAND 94602
28-900-10,3109 CHAMPION ST OAKLAND 94602
29-998-38,2418 DELMER ST OAKLAND 94602
29-998-24,2538 DELMER ST OAKLAND 94602
29-998-35,2438 DELMER ST OAKLAND 94602
29-995-7,2550 SCENIC AVE OAKLAND 94602
29-995-1,3735 LAGUNA AVE OAKLAND 94602
29-994-28,3708 LINCOLN AVE OAKLAND 94602
29-993-30,3598 LINCOLN AVE OAKLAND 94602
29-993-31,3600 LINCOLN AVE OAKLAND 94602
29-993-6-5,3574 BOSTON AVE OAKLAND 94602
29-993-27,3574 LINCOLN AVE OAKLAND 94602
29-991-30,3539 LAGUNA AVE OAKLAND 94602
29-991-28,3560 WILSON AVE OAKLAND 94602
29-990-3,3745 RHODA AVE OAKLAND 94602
29-990-32,3533 RHODA AVE OAKLAND 94602
29-990-15,3605 RHODA AVE OAKLAND 94602
29-989-4,3731 COOLIDGE AVE OAKLAND 94602
29-989-5,3725 COOLIDGE AVE OAKLAND 94602
29-987-34,4006 LAGUNA AVE OAKLAND 94602
29-986-3-5,4001 RHODA AVE OAKLAND 94602
29-986-4-12,3985 RHODA AVE OAKLAND 94602
29-985-18,3918 RHODA AVE OAKLAND 94602
29-983-20,4010 COOLIDGE AVE OAKLAND 94602
29-982-21,2932 CARMEL ST OAKLAND 94602
29-979-14,2906 MADELINE ST OAKLAND 94602
29-979-6-2,2958 MADELINE ST OAKLAND 94602
29-979-15,2900 MADELINE ST OAKLAND 94602
29-1167-5-4,3415 ROBINSON DR OAKLAND 94602
29-1156-1,3266 ROBINSON DR OAKLAND 94602
29-1077-32-1,4290 WILSHIRE BLVD OAKLAND 94602
29-1073-33,4032 MIDVALE AVE OAKLAND 94602
29-1069-10,4162 RETTIG AVE OAKLAND 94602
29-1007-39,2427 ALIDA ST OAKLAND 94602
29-1002-9-7,2423 RAVENWOOD LN OAKLAND 94602
29-1000-5,2421 POTOMAC ST OAKLAND 94602
29A-1347-79,4409 ARCADIA AVE OAKLAND 94602
29A-1330-19-1,2405 MONTEREY BLVD OAKLAND 94611
29A-1325-17,4071 WATERHOUSE RD OAKLAND 94602
29A-1324-20,4130 WATERHOUSE RD OAKLAND 94602
29A-1324-21,4136 WATERHOUSE RD OAKLAND 94602
29A-1320-40,3837 FRUITVALE AVE OAKLAND 94602
29A-1320-43,3809 FRUITVALE AVE OAKLAND 94602
29A-1320-66,3900 LYMAN RD OAKLAND 94602
29A-1320-16-2,4037 HARDING WAY OAKLAND 94602
29A-1320-30,3879 FRUITVALE AVE OAKLAND 94602
29A-1308-15,3975 WHITTLE AVE OAKLAND 94602
29A-1305-55,3866 WHITTLE AVE OAKLAND 94602
29A-1305-9,3757 LINCOLN AVE OAKLAND 94602
29A-1305-54,3860 WHITTLE AVE OAKLAND 94602
29A-1305-12,3735 LINCOLN AVE OAKLAND 94602
29A-1303-15,2224 COLOMA ST OAKLAND 94602
29A-1302-34,3574 DIMOND AVE OAKLAND 94602
29A-1302-5,3631 FRUITVALE AVE OAKLAND 94602
3-79-22-1,1509 WEST ST OAKLAND 94612
3-33-9,2003 WEST ST OAKLAND 94612
3-29-20,861 22ND ST OAKLAND 94607
3-25-13,768 22ND ST OAKLAND 94612
3-17-5,876 ISABELLA ST OAKLAND 94607
3-15-9,826 ISABELLA ST OAKLAND 94607
3-15-19,858 ISABELLA ST OAKLAND 94607
30-1982-25,4409 TULIP AVE OAKLAND 94619
30-1982-9,3669 MADRONE AVE OAKLAND 94619
30-1981-37,3486 39TH AVE OAKLAND 94619
30-1981-27,4026 QUIGLEY ST OAKLAND 94619
30-1981-28,4024 QUIGLEY ST OAKLAND 94619
30-1980-33,3609 REDDING ST OAKLAND 94619
30-1980-8,3605 QUIGLEY ST OAKLAND 94619
30-1980-81,3701 QUIGLEY ST OAKLAND 94619
30-1980-131,3518 LOMA VISTA AVE OAKLAND 94619
30-1980-10-1,3617 QUIGLEY ST OAKLAND 94619
30-1968-17,3854 HIGH ST OAKLAND 94619
30-1966-15,4215 CARSON ST OAKLAND 94619
30-1945-5-1,4223 GREGORY ST OAKLAND 94619
30-1937-10-1,3921 VALE AVE OAKLAND 94619
30-1937-9,3929 VALE AVE OAKLAND 94619
30-1937-19,4142 BAYO ST OAKLAND 94619
30-1937-8,3937 VALE AVE OAKLAND 94619
30-1934-11-2,4032 MAYBELLE AVE OAKLAND 94619
30-1933-23-3,4236 MASTERSON ST OAKLAND 94619
30-1931-1-10,4150 39TH AVE OAKLAND 94619
30-1929-13,4132 MASTERSON ST OAKLAND 94619
30-1927-2,4036 39TH AVE OAKLAND 94619
30-1927-11,3928 39TH AVE OAKLAND 94619
30-1923-43,4061 39TH AVE OAKLAND 94619
30-1920-68,3920 CALIFORNIA ST OAKLAND 94619
30-1920-38,3807 39TH AVE OAKLAND 94619
30-1917-5,3675 38TH AVE OAKLAND 94619
30-1917-3,3685 38TH AVE OAKLAND 94619
30-1914-24,3870 BROWN AVE OAKLAND 94619
30-1914-13,3905 PATTERSON AVE OAKLAND 94619
30-1909-7,3937 BROWN AVE OAKLAND 94619
30-1909-19,3860 LOMA VISTA AVE OAKLAND 94619
30-1908-15,3707 BROWN AVE OAKLAND 94619
30-1908-10,3747 BROWN AVE OAKLAND 94619
30-1908-26,3756 LOMA VISTA AVE OAKLAND 94619
30-1908-9,3753 BROWN AVE OAKLAND 94619
30-1904-23,3738 MAGEE AVE OAKLAND 94619
30-1904-13,3731 LOMA VISTA AVE OAKLAND 94619
30-1900-7-1,3937 MAGEE AVE OAKLAND 94619
30-1850-34,4030 REINHARDT DR OAKLAND 94619
30-1835-48-3,4135 GREGORY ST OAKLAND 94619
32-2115-34,1933 36TH AVE OAKLAND 94601
32-2111-16,3567 CUSTER ST OAKLAND 94601
32-2111-11,3535 CUSTER ST OAKLAND 94601
32-2109-24,3536 DAVIS ST OAKLAND 94601
32-2108-22,3550 MEADOW ST OAKLAND 94601
32-2106-14-1,3856 LYON AVE OAKLAND 94601
32-2106-16,3826 LYON AVE OAKLAND 94601
32-2105-3,2414 38TH AVE OAKLAND 94601
32-2105-36,3900 AGUA VISTA ST OAKLAND 94601
32-2104-6,3819 AGUA VISTA ST OAKLAND 94601
32-2104-30,4014 SANTA RITA ST OAKLAND 94601
32-2101-21-1,2515 HARRINGTON AVE OAKLAND 94601
32-2101-22,2503 HARRINGTON AVE OAKLAND 94601
32-2100-42,2401 RANSOM AVE OAKLAND 94601
32-2100-35,3625 LYON AVE OAKLAND 94601
32-2097-6,2253 39TH AVE OAKLAND 94601
32-2097-10,2235 39TH AVE OAKLAND 94601
32-2096-5,2259 40TH AVE OAKLAND 94601
32-2096-12,2217 40TH AVE OAKLAND 94601
32-2095-15,2201 ROSEDALE AVE OAKLAND 94601
32-2095-42,2236 40TH AVE OAKLAND 94601
32-2094-18,2025 ROSEDALE AVE OAKLAND 94601
32-2091-41,2024 HARRINGTON AVE OAKLAND 94601
32-2090-28,3816 SAN JUAN ST OAKLAND 94601
32-2090-26,3826 SAN JUAN ST OAKLAND 94601
32-2090-27,3820 SAN JUAN ST OAKLAND 94601
32-2089-10,4020 SAN JUAN ST OAKLAND 94601
32-2088-6,1929 ROSEDALE AVE OAKLAND 94601
32-2087-26,3816 FOOTHILL BLVD OAKLAND 94601
32-2087-19,3932 FOOTHILL BLVD OAKLAND 94601
32-2084-5,2079 HARRINGTON AVE OAKLAND 94601
32-2084-21,2001 HARRINGTON AVE OAKLAND 94601
32-2084-40,1945 HARRINGTON AVE OAKLAND 94601
32-2084-32,1985 HARRINGTON AVE OAKLAND 94601
32-2084-17,2021 HARRINGTON AVE OAKLAND 94601
32-2084-58,1968 36TH AVE OAKLAND 94601
32-2083-30,1958 42ND AVE OAKLAND 94601
32-2081-17,4150 CARRINGTON ST OAKLAND 94601
32-2081-49,2201 42ND AVE OAKLAND 94601
32-2080-11,4130 MERA ST OAKLAND 94601
32-2079-28,1954 41ST AVE OAKLAND 94601
32-2079-22,1918 41ST AVE OAKLAND 94601
32-2079-13,1937 42ND AVE OAKLAND 94601
32-2069-34,4048 LYON AVE OAKLAND 94601
32-2069-5,4001 BROOKDALE AVE OAKLAND 94619
32-2069-36-2,4024 LYON AVE OAKLAND 94601
32-2069-25,4021 BROOKDALE AVE OAKLAND 94619
32-2069-3-1,3939 BROOKDALE AVE OAKLAND 94619
32-2068-14,3517 ALLENDALE AVE OAKLAND 94619
32-2068-20,2637 OCTAVIA ST OAKLAND 94619
32-2065-28,2716 SHORT ST OAKLAND 94619
32-2065-5,3731 ALLENDALE AVE OAKLAND 94619
32-2064-23-3,2712 VIOLA ST OAKLAND 94619
32-2063-18,3808 BROOKDALE AVE OAKLAND 94619
32-2063-7,2633 39TH AVE OAKLAND 94619
32-2058-82,4007 ALLENDALE AVE OAKLAND 94619
32-2058-29,4128 BROOKDALE AVE OAKLAND 94619
32-2058-33,2632 39TH AVE OAKLAND 94619
32-2057-4,4151 PENNIMAN AVE OAKLAND 94619
32-2057-3,4145 PENNIMAN AVE OAKLAND 94619
32-2057-11,2909 HIGH ST OAKLAND 94619
32-2056-31,2900 EASTMAN AVE OAKLAND 94619
32-2055-14,2835 EASTMAN AVE OAKLAND 94619
32-2055-13,2845 EASTMAN AVE OAKLAND 94619
32-2054-10,3906 ALLENDALE AVE OAKLAND 94619
32-2053-11,2929 MINNA AVE OAKLAND 94619
32-2051-14,2817 VIOLA ST OAKLAND 94619
32-2050-14-2,2819 SHORT ST OAKLAND 94619
32-2048-21,3534 ALLENDALE AVE OAKLAND 94619
32-2048-27-1,2922 35TH AVE OAKLAND 94619
32-2047-15,4423 SAN CARLOS AVE OAKLAND 94601
32-2046-17,2301 COURTLAND AVE OAKLAND 94601
32-2046-11-3,2270 HIGH ST OAKLAND 94601
32-2040-3,4358 ALLENDALE AVE OAKLAND 94619
32-2040-20,4339 FLEMING AVE OAKLAND 94619
32-2032-152,3123 COURTLAND AVE OAKLAND 94619
32-2032-122,4116 PENNIMAN AVE OAKLAND 94619
32-2032-2,4251 QUIGLEY PL OAKLAND 94619
32-2032-106,3015 HIGH ST OAKLAND 94619
32-2031-145,3047 EASTMAN AVE OAKLAND 94619
32-2031-108,3230 LIESE AVE OAKLAND 94619
32-2031-134,4051 SUTER ST OAKLAND 94619
32-2031-147,3035 EASTMAN AVE OAKLAND 94619
32-2031-64,3311 39TH AVE OAKLAND 94619
32-2031-140,3131 EASTMAN AVE OAKLAND 94619
32-2030-137-1,3329 OCTAVIA ST OAKLAND 94619
32-2030-201,3225 LORENZO AVE OAKLAND 94619
32-2030-27,3550 HAGEMAN AVE OAKLAND 94619
32-2030-52,3601 SUTER ST OAKLAND 94619
32-2030-174,3321 OVER ST OAKLAND 94619
32-2030-101,3750 ANGELO AVE OAKLAND 94619
32-2030-192,3812 SUTER ST OAKLAND 94619
32-2030-29,3534 HAGEMAN AVE OAKLAND 94619
32-2030-103,3755 ANGELO AVE OAKLAND 94619
32-2030-163-1,3313 VIOLA ST OAKLAND 94619
33-2202-4,676 FRUITVALE AVE OAKLAND 94601
33-2201-9,3346 ELMWOOD AVE OAKLAND 94601
33-2194-13,1235 33RD AVE OAKLAND 94601
33-2181-1-1,748 36TH AVE OAKLAND 94601
33-2180-1,844 36TH AVE OAKLAND 94601
33-2152-1,1706 ROSEDALE AVE OAKLAND 94601
33-2151-16,4050 E 18TH ST OAKLAND 94601
33-2151-9,1811 41ST AVE OAKLAND 94601
33-2149-10,4120 E 17TH ST OAKLAND 94601
33-2144-14,1536 40TH AVE OAKLAND 94601
33-2144-11-6,1610 40TH AVE OAKLAND 94601
33-2144-22,1434 40TH AVE OAKLAND 94601
33-2144-16-1,1524 40TH AVE OAKLAND 94601
33-2143-1,4015 E 18TH ST OAKLAND 94601
33-2142-12,1803 ROSEDALE AVE OAKLAND 94601
33-2141-14,1811 40TH AVE OAKLAND 94601
33-2139-17-1,1622 39TH AVE OAKLAND 94601
33-2139-11,1607 40TH AVE OAKLAND 94601
33-2138-43,1558 38TH AVE OAKLAND 94601
33-2138-64-1,1829 39TH AVE OAKLAND 94601
33-2138-4,1511 39TH AVE OAKLAND 94601
33-2136-27-1,1746 37TH AVE OAKLAND 94601
33-2136-73,1528 37TH AVE OAKLAND 94601
33-2136-15,1619 38TH AVE OAKLAND 94601
33-2135-37-5,1841 38TH AVE OAKLAND 94601
33-2135-29,3733 FOOTHILL BLVD OAKLAND 94601
33-2135-32,1871 38TH AVE OAKLAND 94601
33-2134-45,1571 BRIDGE AVE OAKLAND 94601
33-2134-46,3640 E 16TH ST OAKLAND 94601
33-2132-13,1516 36TH AVE OAKLAND 94601
33-2132-12,1528 36TH AVE OAKLAND 94601
33-2132-15,1508 36TH AVE OAKLAND 94601
33-2130-41,1450 35TH AVE OAKLAND 94601
33-2129-45,1600 35TH AVE OAKLAND 94601
33-2129-38,1556 35TH AVE OAKLAND 94601
33-2129-14,1636 35TH AVE OAKLAND 94601
33-2128-12,1751 36TH AVE OAKLAND 94601
33-2126-14,1651 35TH AVE OAKLAND 94601
33-2124-11,1607 35TH AVE OAKLAND 94601
33-2124-25,1618 34TH AVE OAKLAND 94601
33-2124-14,1587 35TH AVE OAKLAND 94601
33-2124-22-1,1576 34TH AVE OAKLAND 94601
33-2124-29,1457 35TH AVE OAKLAND 94601
33-2122-28,1542 33RD AVE OAKLAND 94601
33-2122-26-3,1528 33RD AVE OAKLAND 94601
33-2122-16-1,3300 FARNAM ST OAKLAND 94601
33-2121-27,1516 FRUITVALE AVE OAKLAND 94601
33-2121-16,1485 33RD AVE OAKLAND 94601
33-2120-6,3331 E 17TH ST OAKLAND 94601
33-2118-19,1703 34TH AVE OAKLAND 94601
33-2117-29,1842 FRUITVALE AVE OAKLAND 94601
34-2282-16,824 51ST AVE OAKLAND 94601
34-2277-27,5410 E 12TH ST OAKLAND 94601
34-2275-52,1336 53RD AVE OAKLAND 94601
34-2275-30,1215 54TH AVE OAKLAND 94601
34-2273-27,1217 52ND AVE OAKLAND 94601
34-2273-11,1339 52ND AVE OAKLAND 94601
34-2272-24,1210 50TH AVE OAKLAND 94601
34-2272-19,1227 51ST AVE OAKLAND 94601
34-2257-3-2,1327 50TH AVE OAKLAND 94601
35-2409-12,4406 YGNACIO AVE OAKLAND 94601
35-2408-10,4532 YGNACIO AVE OAKLAND 94601
35-2408-16,2020 45TH AVE OAKLAND 94601
35-2400-7,4616 BOND ST OAKLAND 94601
35-2400-12,1720 46TH AVE OAKLAND 94601
35-2397-8,1711 55TH AVE OAKLAND 94621
35-2396-18,5417 PRINCETON ST OAKLAND 94601
35-2395-18,5363 PRINCETON ST OAKLAND 94601
35-2393-7,5362 PRINCETON ST OAKLAND 94601
35-2393-26,5337 BANCROFT AVE OAKLAND 94601
35-2393-25,5333 BANCROFT AVE OAKLAND 94601
35-2386-11,5054 BANCROFT AVE OAKLAND 94601
35-2383-13,4818 FOOTHILL BLVD OAKLAND 94601
35-2381-7,5133 YGNACIO AVE OAKLAND 94601
35-2376-8,5440 FOOTHILL BLVD OAKLAND 94601
35-2376-20,5415 YGNACIO AVE OAKLAND 94601
35-2375-11,5416 YGNACIO AVE OAKLAND 94601
35-2374-21,5286 BELVEDERE ST OAKLAND 94601
35-2372-36,5070 CONGRESS AVE OAKLAND 94601
35-2372-43,5024 CONGRESS AVE OAKLAND 94601
35-2372-41,5040 CONGRESS AVE OAKLAND 94601
35-2369-13-2,2016 48TH AVE OAKLAND 94601
35-2368-39,5438 CRITTENDEN ST OAKLAND 94601
35-2368-22,5479 WADEAN PL OAKLAND 94601
35-2367-32,5418 HOLLAND ST OAKLAND 94601
35-2365-6,5233 WENTWORTH AVE OAKLAND 94601
35-2364-5,1532 52ND AVE OAKLAND 94601
35-2364-1,1606 52ND AVE OAKLAND 94601
35-2364-7,1516 52ND AVE OAKLAND 94601
35-2364-50,1602 53RD AVE OAKLAND 94601
35-2363-20,1509 52ND AVE OAKLAND 94601
35-2363-22,1501 52ND AVE OAKLAND 94601
35-2362-37,1428 50TH AVE OAKLAND 94601
35-2362-18,1603 51ST AVE OAKLAND 94601
35-2362-22,1511 51ST AVE OAKLAND 94601
35-2362-9,1647 51ST AVE OAKLAND 94601
35-2361-1,4819 BANCROFT AVE OAKLAND 94601
35-2361-19,1419 50TH AVE OAKLAND 94601
35-2361-6,1601 50TH AVE OAKLAND 94601
35-2360-14,1431 48TH AVE OAKLAND 94601
35-2360-7,1519 48TH AVE OAKLAND 94601
35-2358-10,1659 46TH AVE OAKLAND 94601
35-2353-18,4200 BANCROFT AVE OAKLAND 94601
35-2352-21,4200 E 17TH ST OAKLAND 94601
35-2352-5-2,4233 FOOTHILL BLVD OAKLAND 94601
36-2503-42,3290 MORCOM AVE OAKLAND 94619
36-2502-143,3454 WYMAN ST OAKLAND 94619
36-2502-71,3374 MADERA AVE OAKLAND 94619
36-2501-17,9 REDDING PL OAKLAND 94619
36-2493-1-2,3178 BIRDSALL AVE OAKLAND 94619
36-2487-29,2850 MADERA AVE OAKLAND 94619
36-2480-11,5416 EL CAMILE AVE OAKLAND 94619
36-2480-9,5339 WALNUT ST OAKLAND 94619
36-2480-19,5452 EL CAMILE AVE OAKLAND 94619
36-2437-8,4511 WALNUT ST OAKLAND 94619
36-2426-3,2460 RENWICK ST OAKLAND 94601
36-2426-2,2464 RENWICK ST OAKLAND 94601
36-2420-13,2112 51ST AVE OAKLAND 94601
36-2419-25,5010 MELROSE AVE OAKLAND 94601
36-2419-6,2143 VICKSBURG AVE OAKLAND 94601
36-2419-35,2170 50TH AVE OAKLAND 94601
36-2419-30,2138 50TH AVE OAKLAND 94601
36-2419-32,2150 50TH AVE OAKLAND 94601
36-2418-13,2203 50TH AVE OAKLAND 94601
36-2418-12,2209 50TH AVE OAKLAND 94601
36-2418-18-2,2167 50TH AVE OAKLAND 94601
36-2418-34,4800 MELROSE AVE OAKLAND 94601
36-2418-54,2244 48TH AVE OAKLAND 94601
36-2416-46,2154 47TH AVE OAKLAND 94601
36-2416-45,2150 47TH AVE OAKLAND 94601
36-2416-49,2166 47TH AVE OAKLAND 94601
36-2416-26,2163 48TH AVE OAKLAND 94601
36-2413-26,4524 THOMPSON ST OAKLAND 94601
36-2413-12,4535 SAN CARLOS AVE OAKLAND 94601
36-2413-25,4528 THOMPSON ST OAKLAND 94601
36-2412-16,2165 47TH AVE OAKLAND 94601
36-2410-4-2,2121 45TH AVE OAKLAND 94601
36-2410-8,4436 MELROSE AVE OAKLAND 94601
36-2410-4-1,2127 45TH AVE OAKLAND 94601
37-2606-7,4356 BERMUDA AVE OAKLAND 94619
37-2605-50-3,4247 KNOLL AVE OAKLAND 94619
37-2605-16-2,4848 MCDONELL AVE OAKLAND 94619
37-2552-17,3764 BUELL ST OAKLAND 94619
37-2547-36,3839 BUELL ST OAKLAND 94619
37-2545-31,4770 TOMPKINS AVE OAKLAND 94619
37-2541-4,4607 DAVENPORT AVE OAKLAND 94619
37-2540-21-1,4526 FAIR AVE OAKLAND 94619
37-2537-3,4409 REINHARDT DR OAKLAND 94619
37A-2793-21-1,4222 MOUNTAIN VIEW AVE OAKLAND 94605
37A-2787-12,6159 HILLMONT DR OAKLAND 94605
37A-2770-8,6273 SUNNYMERE AVE OAKLAND 94605
37A-2770-10,6285 SUNNYMERE AVE OAKLAND 94605
37A-2764-13,3933 EDGEMOOR PL OAKLAND 94605
37A-2763-17,3916 GARDENIA PL OAKLAND 94605
37A-2755-137,3321 69TH AVE OAKLAND 94605
37A-2755-61,3422 68TH AVE OAKLAND 94605
37A-2746-11-2,3401 64TH AVENUE PL OAKLAND 94605
37A-2742-55,6000 MAURITANIA AVE OAKLAND 94605
37A-2742-11-1,5939 LAIRD AVE OAKLAND 94605
37A-2742-40,6152 MAURITANIA AVE OAKLAND 94605
37A-2738-8-1,6141 MONADNOCK WAY OAKLAND 94605
37A-2738-11,6155 MONADNOCK WAY OAKLAND 94605
37A-2735-11,3137 61ST AVE OAKLAND 94605
37A-2735-3,6021 MACARTHUR BLVD OAKLAND 94605
37A-2734-36,3230 61ST AVE OAKLAND 94605
37A-2733-9,3229 63RD AVE OAKLAND 94605
37A-2732-23,3123 64TH AVE OAKLAND 94605
37A-2732-16,3209 64TH AVE OAKLAND 94605
37A-2732-39-1,3210 63RD AVE OAKLAND 94605
38-3242-23,2326 57TH AVE OAKLAND 94605
38-3237-61,2020 57TH AVE OAKLAND 94621
38-3237-62,2026 57TH AVE OAKLAND 94621
